Start,End,Multiday,ID,Name,Type,Description,Location,Camp,Camp website,Email,Event website
"08/30/2023, 4:30 PM","08/30/2023, 5:30 PM",N,45997,Hookah & Moroccan Tea,Food & Drink,Relax with hookahs while sipping Morrocan tea,OKNOTOK,OKNOTOK,https://oknotok.com,,https://playaevents.burningman.org/2023/playa_event/45997/
"08/30/2023, 4:30 PM","08/30/2023, 6:30 PM",N,45513,Father Sky,Class/Workshop,Explore and embrace your Divine Masculine to improve your love relations and contribute to a more compassionate world.,Naked Heart,Naked Heart,http://nakedheartcamp.com,,https://playaevents.burningman.org/2023/playa_event/45513/
"08/30/2023, 4:30 PM","08/30/2023, 5:00 PM",N,42990,Support Circle,Diversity & Inclusion,Have a weird night out on the playa? Come talk it out with your dad about it.,My Dad's House,My Dad's House,https://www.instagram.com/mydadshouse_/,,https://playaevents.burningman.org/2023/playa_event/42990/
"08/30/2023, 4:30 PM","08/30/2023, 8:00 PM",Y,42693,Tour de Jungle - Slowest Sloth Bike Race,Yoga/Movement/Fitness,Be the last one to cross the finish line like a sloth without falling off your bike or going backwards. Win a drink!,Camp Slow Your Roll,Camp Slow Your Roll,https://www.instagram.com/campslowyourroll/,contact@campslowyourroll.com,https://playaevents.burningman.org/2023/playa_event/42693/
"09/01/2023, 4:30 PM","09/01/2023, 8:00 PM",Y,42693,Tour de Jungle - Slowest Sloth Bike Race,Yoga/Movement/Fitness,Be the last one to cross the finish line like a sloth without falling off your bike or going backwards. Win a drink!,Camp Slow Your Roll,Camp Slow Your Roll,https://www.instagram.com/campslowyourroll/,contact@campslowyourroll.com,https://playaevents.burningman.org/2023/playa_event/42693/
"08/30/2023, 4:30 PM","08/30/2023, 7:00 PM",N,45542,Blindfolded Journey,Class/Workshop,A safe and communal space for taking a subconscious journey.,Naked Heart,Naked Heart,http://nakedheartcamp.com,,https://playaevents.burningman.org/2023/playa_event/45542/
"08/30/2023, 4:30 PM","08/30/2023, 5:45 PM",N,44129,3rd Annual Friend Speed Dating,Gathering/Party,"If you intend to meet new people, this event is for you! No romantic expectations, just a way to connect with rad people",Camp Exclamation Mark!,Camp Exclamation Mark!,https://campexclamationmark.com,events@campexclamationmark.com,https://playaevents.burningman.org/2023/playa_event/44129/
"08/30/2023, 4:30 PM","08/30/2023, 7:30 PM",N,44139,Nitro Ice Cream and Disco,Food & Drink,Come by the Quick Dip'n Disco to try our liquid nitrogen ice cream pebbles and get down to some disco beats!,Quick Dip,Quick Dip,,,https://playaevents.burningman.org/2023/playa_event/44139/
"08/30/2023, 4:30 PM","08/30/2023, 5:30 PM",N,45638,Introduction to Shibari,Mature Audiences,"We will introduce you to the thinking and form of shibari, including core principles of rope work and knots.",Square One,Square One,https://www.facebook.com/SquareOneCamp/,,https://playaevents.burningman.org/2023/playa_event/45638/
"08/30/2023, 4:30 PM","08/30/2023, 6:30 PM",N,44095,Taco and Quesadilla Cook out,Food & Drink,Come join us for some slamming street tacos and quesadillas.,My Favorite Things,My Favorite Things,,,https://playaevents.burningman.org/2023/playa_event/44095/
"08/30/2023, 5:00 PM","08/30/2023, 8:00 PM",N,43070,Sing Along With Sinatra Martini Bar,Gathering/Party,Wet your whistle with a signature martini while singing along to some Old Blue Eyes.,AdramaNation,AdramaNation,https://camp-adramanation.squarespace.com/,,https://playaevents.burningman.org/2023/playa_event/43070/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,45095,The Hour of Truth,Gathering/Party,"Stop by our bar to join in a shot for Truth, in honor of a soulful past burner, and receive truthful enlightenment.",Camp Morning Wood,Camp Morning Wood,,,https://playaevents.burningman.org/2023/playa_event/45095/
"08/30/2023, 5:00 PM","08/30/2023, 8:00 PM",N,41265,Mother Trucker Dance Show,Performance,"Box truck is transformed into a stage for a mother truckin' performance. Begins at 7pm, or come at 5 to be in the show!",Camp Lazer Brigade,Camp Lazer Brigade,,,https://playaevents.burningman.org/2023/playa_event/41265/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,41143,“LO SIENTO” HAPPY HOUR,Gathering/Party,"Ven a disfrutar de nuestra Hora Feliz! Sip spicy and tropical vodkas, and dance to classic salsa, cha cha and cumbia.",Camp PlayApology,Camp PlayApology,https://playapology.com/,,https://playaevents.burningman.org/2023/playa_event/41143/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,44726,Bend and Snap,Yoga/Movement/Fitness,An elevated mind and body yoga experience,Lumi-Dance,Lumi-Dance,,,https://playaevents.burningman.org/2023/playa_event/44726/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,43702,Jungle Vibes Happy Hour,Gathering/Party,"Questionable Vibe house drinks, dirty playa snacks, and possibly an intoxicated DJ. Stop on by friend! Bring cup/ID.",Vibe Check,Vibe Check,,,https://playaevents.burningman.org/2023/playa_event/43702/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,42207,It was all a Dream - Dance Party,Gathering/Party,Dance into the sunset with 90s Hip Hop and R&B classics. Dust off your dance shoes!,Serpent Moon,Serpent Moon,,,https://playaevents.burningman.org/2023/playa_event/42207/
"08/30/2023, 5:00 PM","08/30/2023, 6:30 PM",N,45737,Substance Free Speed Dating,Gathering/Party,"Play a round, and find a friend, an adventure pal, a date, or a love beyond your wildest dreams to ride into the sunset!",Run Free Camp,Run Free Camp,,,https://playaevents.burningman.org/2023/playa_event/45737/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,45818,Pickle Your Everything,Food & Drink,"Various pickled bites of any and all veggies from the garden this year, whiskey implied",Stellar Dusty Moon,Stellar Dusty Moon,https://www.instagram.com/stellardustymoon/,,https://playaevents.burningman.org/2023/playa_event/45818/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,43723,Shrimp Ranch Rockin' Rodeo,Gathering/Party,"Rope, ride and get wrecked at the wildest rodeo party on playa. Can you handle the Buckin' Shrimp?",The Shrimp Ranch,The Shrimp Ranch,,,https://playaevents.burningman.org/2023/playa_event/43723/
"08/30/2023, 5:00 PM","08/30/2023, 6:30 PM",N,45623,Becoming a Child Again,Ritual/Ceremony,Once upon a time we were all real! Just naturally ourselves. Now is our chance to take ourselves back to that same fork.,Devachan Lounge,Devachan Lounge,,,https://playaevents.burningman.org/2023/playa_event/45623/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,45615,Stand-Up First Timers,Performance,Open mic for stand-up first timers. Share on stage the jokes you tell yourself in the shower. Bring Your Own Hecklers.,Booty Hunters,Booty Hunters,https://www.facebook.com/BootyHunterCamp/,,https://playaevents.burningman.org/2023/playa_event/45615/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,44738,What the Kundalini?,Class/Workshop,Let’s explore what it really means to open our chakras & feel the Kundalini traverse our spine together,Found It!,Found It!,https://www.instagram.com/camp_foundit,tareque@codexn.com,https://playaevents.burningman.org/2023/playa_event/44738/
"08/30/2023, 5:00 PM","08/30/2023, 7:30 PM",Y,42038,MisFortune readings with OneEye,Ritual/Ceremony,"Come for a 1:1 reading with OneEye, clairvoyant of the playa, and peek into her crystal ball to see your future.",Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42038/
"08/31/2023, 5:00 PM","08/31/2023, 7:30 PM",Y,42038,MisFortune readings with OneEye,Ritual/Ceremony,"Come for a 1:1 reading with OneEye, clairvoyant of the playa, and peek into her crystal ball to see your future.",Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42038/
"09/02/2023, 5:00 PM","09/02/2023, 7:30 PM",Y,42038,MisFortune readings with OneEye,Ritual/Ceremony,"Come for a 1:1 reading with OneEye, clairvoyant of the playa, and peek into her crystal ball to see your future.",Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42038/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,43020,Movie Showing - Village of the Damned,Gathering/Party,Come watch the glowing-eyes-white-hair-children movie famously spoofed by The Simpsons.,Sonic Dream,Sonic Dream,https://campsynesthesia.org/,info@sonicdream.org,https://playaevents.burningman.org/2023/playa_event/43020/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,43440,Buzz the Straight Boy,Mature Audiences,Our token straight boy cleans your mid-week bike chain mess while you control the remote anal vibrator. Make him happy!,Remote Control,Remote Control,http://www.campremotecontrol.com,,https://playaevents.burningman.org/2023/playa_event/43440/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,42508,Alcohol Infusion Class,Class/Workshop,"Learn the basics of how to infuse booze with a lecture, workshop and Q&A",Rat Trap,Rat Trap,,,https://playaevents.burningman.org/2023/playa_event/42508/
"08/30/2023, 5:00 PM","08/30/2023, 7:30 PM",Y,42058,Buff Stuff with Stef,Self Care,"Kneading touch from a tender, trembling tissue tool, an electric car buffer, can beat back that knotty dance tension.",Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42058/
"08/31/2023, 5:00 PM","08/31/2023, 7:30 PM",Y,42058,Buff Stuff with Stef,Self Care,"Kneading touch from a tender, trembling tissue tool, an electric car buffer, can beat back that knotty dance tension.",Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42058/
"09/02/2023, 5:00 PM","09/02/2023, 7:30 PM",Y,42058,Buff Stuff with Stef,Self Care,"Kneading touch from a tender, trembling tissue tool, an electric car buffer, can beat back that knotty dance tension.",Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42058/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,42917,Cosmic Orgasmic Breathing,Class/Workshop,Come (undressed) to your level of comfort. Merge your breath and sexual energy into states of full body bliss & orgasm.,Cold Yogis,Cold Yogis,http://www.coldyogis.org/,events@campcontact.org,https://playaevents.burningman.org/2023/playa_event/42917/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,41690,Cancer Walk: Burning Survivors,Ritual/Ceremony,"Walk from the Man to the Temple to celebrate RADICAL SURVIVAL with survivors, those who love us, and those we miss",The Man (12:00 Side),,,cinemagirl@gmail.com,https://playaevents.burningman.org/2023/playa_event/41690/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,42950,Free Being,Class/Workshop,Let’s DANce. Uninhibited self-expression and intuitive movement frees your being. Celebrate your unique rhythm.,Water Temple,Water Temple,,apugash@gmail.com,https://playaevents.burningman.org/2023/playa_event/42950/
"08/30/2023, 5:00 PM","08/30/2023, 8:00 PM",N,44432,Future of Aviation Happy Hour @ Bar Firefly,Food & Drink,Immerse yourself in the skies of tomorrow as we peel back the fabric of the time space continuum. Mach speed Jetsetters!,Black Rock Travel Agency,Black Rock Travel Agency,http://blackrocktravelagency.com,tknudsen3@gmail.com,https://playaevents.burningman.org/2023/playa_event/44432/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,45406,Black rock necklace making,Arts & Crafts,Learning to make necklaces at Black Rock City!,Square Zer|o|,Square Zer|o|,,,https://playaevents.burningman.org/2023/playa_event/45406/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,45798,Hygge Happy Hour,Food & Drink,A cozy Danish themed happy hour! A very Danish signature drink will be served.,Hygge Heaven,Hygge Heaven,,,https://playaevents.burningman.org/2023/playa_event/45798/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,45918,Intro to Zero-Knowledge,Class/Workshop,"Zero-Knowledge about Zero-Knowledge? ZK is the hot new tech solving the most important issues in crypto, ELI5 please.",Anahasana Village,Anahasana Village,http://anahasanavillage.org,,https://playaevents.burningman.org/2023/playa_event/45918/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,41128,Fire Island Iced Tea Dance,Gathering/Party,"Our icey twist on a traditional Fire Island Tea Dance. Sip it, spill it, and beat the heat with spiked iced tea.",Mystopia,Mystopia,https://www.mystopia.org,,https://playaevents.burningman.org/2023/playa_event/41128/
"08/30/2023, 5:00 PM","08/30/2023, 6:15 PM",N,43387,"ShortShorts and Gin&Tonics: short stories, etc",Performance,"Oral (no mic) 3-minute presentations: stories, poems, confessions, jokes, songs etc; 50 G&Ts served; bring cup and chair",Hushville,Hushville,https://www.hushville.org/,,https://playaevents.burningman.org/2023/playa_event/43387/
"08/30/2023, 5:00 PM","08/30/2023, 6:30 PM",N,43049,New Style Hustle and Dance Cypher with Melina,Class/Workshop,"Partner dancing to all genres of music, based on freedom of expression, feeling and musicality. All levels welcome!",SpiritWild,SpiritWild,https://www.instagram.com/wearespiritwild/,,https://playaevents.burningman.org/2023/playa_event/43049/
"08/30/2023, 5:00 PM","08/30/2023, 6:30 PM",N,44925,"Awaken the Senses, a Blindfolded Sensory Journey",Class/Workshop,"Join us for a sensual, sensory adventure! Let go of sight. Awaken your senses. Give and receive. Touch and interact.",Pablo's Breakfast Cantina & Spa,Pablo's Breakfast Cantina & Spa,,,https://playaevents.burningman.org/2023/playa_event/44925/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,44930,Burner Toastmasters Speak-a-thon,Gathering/Party,We're back! Let's do it again! R U a Toastmaster? Or wannabe? Join for a great meetup.,Pepperland,Pepperland,https://www.facebook.com/groups/198208360209399/,matthewwt@yahoo.com,https://playaevents.burningman.org/2023/playa_event/44930/
"08/30/2023, 5:00 PM","08/30/2023, 8:00 PM",N,41041,Not Awkward Speed Dating,Gathering/Party,Looking for love on playa? Come sip our love potion and set the mood juuuust right to not awkward questions!,Inflatable Wildlife,Inflatable Wildlife,,,https://playaevents.burningman.org/2023/playa_event/41041/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,43547,Butt Jousting Tournament,Games,Calling all competitive butts! Does your booty have what it takes to claim glory in Booty Arena? The Golden Peach awaits,Best Butt,Best Butt,https://www.facebook.com/bestbuttcamp/,,https://playaevents.burningman.org/2023/playa_event/43547/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,42879,AlleyCat Bike Scavenger Hunt and After-Party!,Games,"Join a fun race! Our clues guide you around the playa. Bring playa art map, bike, energy. Prizes/awards at after-party!",Armageddon Bike Camp,Armageddon Bike Camp,https://www.facebook.com/armageddonBRC/,,https://playaevents.burningman.org/2023/playa_event/42879/
"08/30/2023, 5:00 PM","08/30/2023, 8:00 PM",N,42639,Blue Moon Full Moon Party,Gathering/Party,Dress in white and werewolf attire and drink Blue Moon beers under the Full Moon and wonder off into the night with us.,Hot Mayo,Hot Mayo,https://www.facebook.com/camphotmayo/,badassmanucker@yahoo.com,https://playaevents.burningman.org/2023/playa_event/42639/
"08/30/2023, 5:00 PM","08/30/2023, 6:30 PM",N,42426,7D somatic breathwork activation with Bachan,Class/Workshop,Transcendental Breath Ritual: powerful mystical portal of exploring altered states of consciousness.,Camp Contact,Camp Contact,http://campcontact.org,events@campcontact.org,https://playaevents.burningman.org/2023/playa_event/42426/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,45895,Sunset Serenades & Sips,Gathering/Party,"As the day fades, our bar lights up. Join for unexpected twists and sips as the day ends.",Happy Hour,Happy Hour,,,https://playaevents.burningman.org/2023/playa_event/45895/
"08/30/2023, 5:00 PM","08/30/2023, 7:30 PM",Y,42028,Soft Rock Happy Hour,Gathering/Party,Come dance to some of your favorite Soft Rock and enjoy ice cold blended drinks. This icy cold shit is bananas!,Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42028/
"08/31/2023, 5:00 PM","08/31/2023, 7:30 PM",Y,42028,Soft Rock Happy Hour,Gathering/Party,Come dance to some of your favorite Soft Rock and enjoy ice cold blended drinks. This icy cold shit is bananas!,Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42028/
"09/02/2023, 5:00 PM","09/02/2023, 7:30 PM",Y,42028,Soft Rock Happy Hour,Gathering/Party,Come dance to some of your favorite Soft Rock and enjoy ice cold blended drinks. This icy cold shit is bananas!,Monkey Business,Monkey Business,,,https://playaevents.burningman.org/2023/playa_event/42028/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",N,45517,"Genital Gazing: Eyes, Hearts, & Parts",Class/Workshop,"Explore and deconstruct the vulnerability of nudity, genitals, group love, to show ourselves in service of this healing",Naked Heart,Naked Heart,http://nakedheartcamp.com,,https://playaevents.burningman.org/2023/playa_event/45517/
"08/30/2023, 5:00 PM","08/30/2023, 8:00 PM",N,42479,Sexy Open Mic,Performance,"Come be sexy! Dancing, music, poetry, stories, stand up, magic- Whatever makes you feel sexy and empowered - bring it!",The Astral Social Club,The Astral Social Club,https://astralsocialclub.org,,https://playaevents.burningman.org/2023/playa_event/42479/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",Y,44675,Grape Escape Wine Tasting,Food & Drink,Sip some wine while the sun kisses the sky.,AdramaNation,AdramaNation,https://camp-adramanation.squarespace.com/,,https://playaevents.burningman.org/2023/playa_event/44675/
"08/31/2023, 5:00 PM","08/31/2023, 7:00 PM",Y,44675,Grape Escape Wine Tasting,Food & Drink,Sip some wine while the sun kisses the sky.,AdramaNation,AdramaNation,https://camp-adramanation.squarespace.com/,,https://playaevents.burningman.org/2023/playa_event/44675/
"09/01/2023, 5:00 PM","09/01/2023, 7:00 PM",Y,44675,Grape Escape Wine Tasting,Food & Drink,Sip some wine while the sun kisses the sky.,AdramaNation,AdramaNation,https://camp-adramanation.squarespace.com/,,https://playaevents.burningman.org/2023/playa_event/44675/
"08/30/2023, 5:00 PM","08/30/2023, 6:30 PM",N,42833,"Cosmic Alignment of 3,6,9",Class/Workshop,"Learn about the cosmic codes of the universe with Solfeggio Tuning Fork Frequencies and the magic of 3, 6, and 9.",Reno High Vibe Tribe!,Reno High Vibe Tribe!,,,https://playaevents.burningman.org/2023/playa_event/42833/
"08/30/2023, 5:00 PM","08/30/2023, 8:00 PM",N,43315,"Flower Tower ""cake+Cake""",Gathering/Party,"Live Band, DJ, Cocktails at our 3-story tower & ""Psychedelic Jellyfish Forest"", featuring cake (dessert) + Cake (covers)",Flower Tower,Flower Tower,,,https://playaevents.burningman.org/2023/playa_event/43315/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",N,45069,"Altered States, Consciuouness, and Spirituality",Class/Workshop,A light-hearted discussion on the influence of psychedelics and how we view the nature of reality.,Daydream,Daydream,,michaelbrotherton@me.com,https://playaevents.burningman.org/2023/playa_event/45069/
"08/30/2023, 5:15 PM","08/30/2023, 6:45 PM",N,45870,Quali-Tea Connections,Gathering/Party,"Come engage in authentic, intimate connections through games, touch, & tea - be your beautiful, flawed self!",Mindless Movement,Mindless Movement,,,https://playaevents.burningman.org/2023/playa_event/45870/
"08/30/2023, 5:30 PM","08/30/2023, 6:30 PM",N,42870,SAREE RIDEOUT plus draping session,Diversity & Inclusion,"A Playa friendly SAREE draping workshop followed by a group bike ride into the sunset, rocking our vibrant drapes.",Center Camp - Speakeasy Stage,,,,https://playaevents.burningman.org/2023/playa_event/42870/
"08/30/2023, 5:30 PM","08/30/2023, 6:00 PM",N,42273,Church of Cage Choir,Performance,Join our choir to praise Nic Cage! No experience necessary. 30min rehearsal then a performance during our 1hr Sermon.,Titicaca,Titicaca,http://camptiticaca.com,,https://playaevents.burningman.org/2023/playa_event/42273/
"08/30/2023, 5:30 PM","08/30/2023, 6:30 PM",N,45779,Harm Reduction Principles & Practices,Class/Workshop,At Palenque Norte,Soft Landing,Soft Landing,http://www.campsoftlanding.co,,https://playaevents.burningman.org/2023/playa_event/45779/
"08/30/2023, 5:30 PM","08/31/2023, 5:30 AM",N,43485,Angel Party at The Fluffy Cloud,Gathering/Party,You are all angels. Unleash your wings and dance with us from sunset to sunrise.,Fluffer Camp,Fluffer Camp,https://www.instagram.com/realfluffycloud,,https://playaevents.burningman.org/2023/playa_event/43485/
"08/30/2023, 5:30 PM","08/30/2023, 7:30 PM",N,41640,Playa Sunset Bike Tour,Class/Workshop,Join our Naturalist Guide to explore the geomorphic wonders forming BRC's backdrop. See how our city affects the playa.,Earth Guardians,,,,https://playaevents.burningman.org/2023/playa_event/41640/
"08/30/2023, 5:30 PM","08/30/2023, 7:00 PM",N,42875,It's raining ramen!,Food & Drink,"Cause tonight for the first time just about half-past five for the first time in history, it's gonna start raining ramen",Stoop City,Stoop City,,,https://playaevents.burningman.org/2023/playa_event/42875/
"08/30/2023, 5:30 PM","08/30/2023, 6:30 PM",N,43700,Fursuit Parade,Parade,"Join our vibrant, surreal parade of fursuits and a marching band under the setting sun as we roam through nearby camps.",FUR,FUR,http://furryburners.com,,https://playaevents.burningman.org/2023/playa_event/43700/
"08/30/2023, 5:30 PM","08/30/2023, 6:30 PM",N,41929,17th Annual Unicycle Ride!,Parade,Unicycles Unite! Meet at the 9:00 Plaza & ride counterclockwise around the Esplanade! @bm.unicycles.unite • Since 2004!,9:00 Plaza,,,,https://playaevents.burningman.org/2023/playa_event/41929/
"08/30/2023, 5:30 PM","08/30/2023, 6:30 PM",Y,43026,Tiki Bar Happy Hour,Food & Drink,Perfect Storm Tiki Bar will be providing tropical drinks and live acoustic music by Stager Lee. At The Flash Cube.,Approximately 5:15 & E,,,mr.leon.taylor.new@gmail.com,https://playaevents.burningman.org/2023/playa_event/43026/
"08/31/2023, 5:30 PM","08/31/2023, 6:30 PM",Y,43026,Tiki Bar Happy Hour,Food & Drink,Perfect Storm Tiki Bar will be providing tropical drinks and live acoustic music by Stager Lee. At The Flash Cube.,Approximately 5:15 & E,,,mr.leon.taylor.new@gmail.com,https://playaevents.burningman.org/2023/playa_event/43026/
"08/30/2023, 5:30 PM","08/30/2023, 6:15 PM",N,42999,Black Rock Philharmonic at Frozen Oasis!,Live Music,"The Black Rock Philharmonic is back for our 2023 season! Our first concert is at Frozen Oasis, located at 4:15 & E!",Frozen Oasis,Frozen Oasis,https://blackrockphilharmonic.org,,https://playaevents.burningman.org/2023/playa_event/42999/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",N,45919,Making a Permanent Black Rock City,Class/Workshop,"New cities with autonomy are being built for better coliving. Inspired by Zionism, Singapore, Honduran ZEDEs and seasteading",Anahasana Village,Anahasana Village,http://anahasanavillage.org,,https://playaevents.burningman.org/2023/playa_event/45919/
"08/30/2023, 6:00 PM","08/30/2023, 7:45 PM",N,45955,Kissing workshop,Mature Audiences,"Kissing exercises, built up gradually for enhancing skills to boost your play and intimacy",Sigaltk,,,,https://playaevents.burningman.org/2023/playa_event/45955/
"08/30/2023, 6:00 PM","08/30/2023, 11:00 PM",N,46004,Into The Wild - A Onesie Night Stand,Gathering/Party,"Grab your animal Onesie and join us for our wildest night at KISS. Live acoustic acts, DJs, performers, and more.",KISS,KISS,,,https://playaevents.burningman.org/2023/playa_event/46004/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",N,42908,Last Light Lunar Harp Dance Hour,Live Music,Drift in and dance out to the seductive sounds of a live harpist highlighted by collaborative sounds played by a DJ.,Honkers Harbor,Honkers Harbor,,,https://playaevents.burningman.org/2023/playa_event/42908/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",N,45154,Hug-A-Palooza,Class/Workshop,"Get a heroic dose of oxytocin & serotonin via dozens of awkwardly long, heart-to-heart hugs. Please wear deodorant.",Lumi-Dance,Lumi-Dance,,,https://playaevents.burningman.org/2023/playa_event/45154/
"08/30/2023, 6:00 PM","08/30/2023, 9:00 PM",Y,43681,LIMINAL LABS' INTERSPECIES WEDDING CHAPEL,Ritual/Ceremony,Animalia of every persuasion invited to tie the knot under our welcoming chuppah. Veils and invisible rice provided.,LIMINAL LABS,LIMINAL LABS,https://liminallabs.com,,https://playaevents.burningman.org/2023/playa_event/43681/
"08/31/2023, 6:00 PM","08/31/2023, 9:00 PM",Y,43681,LIMINAL LABS' INTERSPECIES WEDDING CHAPEL,Ritual/Ceremony,Animalia of every persuasion invited to tie the knot under our welcoming chuppah. Veils and invisible rice provided.,LIMINAL LABS,LIMINAL LABS,https://liminallabs.com,,https://playaevents.burningman.org/2023/playa_event/43681/
"09/01/2023, 6:00 PM","09/01/2023, 9:00 PM",Y,43681,LIMINAL LABS' INTERSPECIES WEDDING CHAPEL,Ritual/Ceremony,Animalia of every persuasion invited to tie the knot under our welcoming chuppah. Veils and invisible rice provided.,LIMINAL LABS,LIMINAL LABS,https://liminallabs.com,,https://playaevents.burningman.org/2023/playa_event/43681/
"09/02/2023, 6:00 PM","09/02/2023, 9:00 PM",Y,43681,LIMINAL LABS' INTERSPECIES WEDDING CHAPEL,Ritual/Ceremony,Animalia of every persuasion invited to tie the knot under our welcoming chuppah. Veils and invisible rice provided.,LIMINAL LABS,LIMINAL LABS,https://liminallabs.com,,https://playaevents.burningman.org/2023/playa_event/43681/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,42444,Ecstatic Dance - Release with Tigrr,Class/Workshop,Life can be magic if you learn to dance in the mystery. Give yourself permission to journey to familiar and unfamiliar,Camp Contact,Camp Contact,http://campcontact.org,events@campcontact.org,https://playaevents.burningman.org/2023/playa_event/42444/
"08/30/2023, 6:00 PM","08/30/2023, 7:15 PM",N,43939,Animal Food Chain at Moonlight Outpost,Food & Drink,Serving our favorite wontons with an addition of Taiwanese braised pork over rice at the Moonlight Outpost,Square Empire,Square Empire,https://squareempire.com/,,https://playaevents.burningman.org/2023/playa_event/43939/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",Y,44679,Wishing Booth,Arts & Crafts,All wishes accepted equally but grants are not guaranteed! Wishing for world peace? Might get a shot tequila instead.,Antea fun,Antea fun,,,https://playaevents.burningman.org/2023/playa_event/44679/
"08/31/2023, 6:00 PM","08/31/2023, 8:00 PM",Y,44679,Wishing Booth,Arts & Crafts,All wishes accepted equally but grants are not guaranteed! Wishing for world peace? Might get a shot tequila instead.,Antea fun,Antea fun,,,https://playaevents.burningman.org/2023/playa_event/44679/
"09/02/2023, 6:00 PM","09/02/2023, 8:00 PM",Y,44679,Wishing Booth,Arts & Crafts,All wishes accepted equally but grants are not guaranteed! Wishing for world peace? Might get a shot tequila instead.,Antea fun,Antea fun,,,https://playaevents.burningman.org/2023/playa_event/44679/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,43132,Trash-chic Fashion Show,Gathering/Party,Bust out your garbage-inspired attire – or make it from our choice pile - and strut your best junk on our runway to win!,LandPhil,LandPhil,,,https://playaevents.burningman.org/2023/playa_event/43132/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,41544,Sippin’ Siesta,Food & Drink,"Tequila Sunsets, Palomas, and shots to the sounds of soothing Latin guitar music. Come relax & stay for the QuesaDisco!",Giants Workshop,Giants Workshop,,,https://playaevents.burningman.org/2023/playa_event/41544/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",N,44947,The Cacophony Society Cocktail Party,Gathering/Party,"Reviving a tradition from Burning Man's early days, join the Cacophony Society for a formal dress cocktail party. BYOC!",Center Camp,,,,https://playaevents.burningman.org/2023/playa_event/44947/
"08/30/2023, 6:00 PM","08/30/2023, 10:00 PM",N,45436,Bondage Prom,Gathering/Party,Grab your leather and meet us at the Garden of Dreamin' limo bar for a nostalgic meets spicy moment!,MESA,MESA,,carson@hellogood.club,https://playaevents.burningman.org/2023/playa_event/45436/
"08/30/2023, 6:00 PM","08/30/2023, 10:00 PM",N,41385,E-Playa Meet & Greet Potluck,Gathering/Party,Come meet the ePlaya team! Bring some potluck style food and/or beverages and get to know one another!,Kelly's,Kelly's,https://www.CampKelly.Net,,https://playaevents.burningman.org/2023/playa_event/41385/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",N,41683,Gold Parade,Parade,Wear your golden finery -Shiny gold looks great in the late afternoon light. Cocktail party follow,Children of Chaos,Children of Chaos,https://chaoscamp.wordpress.com/,,https://playaevents.burningman.org/2023/playa_event/41683/
